Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Lineage	Annotation BUSCO Missing	Annotation BUSCO Single Copy	Annotation BUSCO Total Count	Annotation BUSCO Version	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Age	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample Biomaterial provider	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Breed	Assembly BioSample Collected by	Assembly BioSample Collection date	Assembly BioSample Cultivar	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Development stage	Assembly BioSample Ecotype	Assembly BioSample Geographic location	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Identified by	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample IFSAC category	Assembly BioSample Isolate	Assembly BioSample Isolate name alias	Assembly BioSample Isolation source	Assembly BioSample Last updated	Assembly BioSample Latitude and Longitude	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Project name	Assembly BioSample Publication date	Assembly BioSample Sample name	Assembly BioSample Serotype	Assembly BioSample Serovar	Assembly BioSample Sex	Assembly BioSample Source type	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Strain	Assembly BioSample Sub-species	Assembly BioSample Submission date	Assembly BioSample Tissue	Assembly Blast URL	Assembly Description	Assembly Diploid Role	Assembly Grouping Method	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly LongName	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Differences	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly RefSeq GenBank Are Different	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats ATGC Count	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCF_041022095.1	99.72	GCA_000788015.1	89.76	type	Klebsiella pneumoniae	91.55	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	89.76	type	Klebsiella pneumoniae subsp. pneumoniae	91.55	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5564	177	5863	Best-placed reference protein set; GeneMarkS-2+	GCF_041022095.1-RS_2024_08_04	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-08-04		6.7		canu v. 1.8			PRJNA1139315	PRJNA1139315			Klebsiella pneumoniae strain:CRKP1 Genome sequencing	SAMN42769060		sample_type	cell culture		PRJNA1139315						2023-06										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	CRKP1					2024-08-04T12:39:27.703		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-08-04T12:39:27.703						live	2024-08-04T12:39:27.703	CRKP1		2024-07-23T22:52:06.713						Complete Genome				ASM4102209v1		GCA_041022095.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-08-03	PacBio Sequel2 hifi	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5839893	1	5450409		3329377	57	71	5	5		5	1	5450409	5	5839893	5839893	99.05	86.0221	0.38	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041022095.1													CRKP1	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041734115.1	99.71	GCA_000788015.1	88.15	type	Klebsiella pneumoniae	91.61	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.15	type	Klebsiella pneumoniae subsp. pneumoniae	91.61	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5706	191	6019	Best-placed reference protein set; GeneMarkS-2+	GCF_041734115.1-RS_2024_09_05	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-09-05		6.8		HGAP v. 4			PRJNA1153625	PRJNA1153625			Klebsiella pneumoniae strain:7824 Genome sequencing	SAMN43400397		strain	7824		PRJNA1153625						2023-05										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	KP13					2024-08-28T21:01:05.063		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-08-28T00:00:00.000						live	2024-08-28T20:16:04.202	7824		2024-08-28T20:16:04.203						Complete Genome				ASM4173411v1		GCA_041734115.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-09-04	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5950642	1	5504427		3388174	57	298	5	5		5	1	5504427	5	5950642	5950642	98.79	61.6204	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041734115.1													7824	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041734115.1	99.71	GCA_000788015.1	88.15	type	Klebsiella pneumoniae	91.61	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.15	type	Klebsiella pneumoniae subsp. pneumoniae	91.61	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5706	191	6019	Best-placed reference protein set; GeneMarkS-2+	GCF_041734115.1-RS_2024_09_05	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-09-05		6.8		HGAP v. 4			PRJNA1153625	PRJNA1153625			Klebsiella pneumoniae strain:7824 Genome sequencing	SAMN43400397		host	Homo sapiens		PRJNA1153625						2023-05										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	KP13					2024-08-28T21:01:05.063		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-08-28T00:00:00.000						live	2024-08-28T20:16:04.202	7824		2024-08-28T20:16:04.203						Complete Genome				ASM4173411v1		GCA_041734115.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-09-04	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5950642	1	5504427		3388174	57	298	5	5		5	1	5504427	5	5950642	5950642	98.79	61.6204	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041734115.1													7824	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041734115.1	99.71	GCA_000788015.1	88.15	type	Klebsiella pneumoniae	91.61	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.15	type	Klebsiella pneumoniae subsp. pneumoniae	91.61	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5706	191	6019	Best-placed reference protein set; GeneMarkS-2+	GCF_041734115.1-RS_2024_09_05	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-09-05		6.8		HGAP v. 4			PRJNA1153625	PRJNA1153625			Klebsiella pneumoniae strain:7824 Genome sequencing	SAMN43400397		collection_date	2023-05		PRJNA1153625						2023-05										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	KP13					2024-08-28T21:01:05.063		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-08-28T00:00:00.000						live	2024-08-28T20:16:04.202	7824		2024-08-28T20:16:04.203						Complete Genome				ASM4173411v1		GCA_041734115.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-09-04	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5950642	1	5504427		3388174	57	298	5	5		5	1	5504427	5	5950642	5950642	98.79	61.6204	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041734115.1													7824	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041734115.1	99.71	GCA_000788015.1	88.15	type	Klebsiella pneumoniae	91.61	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.15	type	Klebsiella pneumoniae subsp. pneumoniae	91.61	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5706	191	6019	Best-placed reference protein set; GeneMarkS-2+	GCF_041734115.1-RS_2024_09_05	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-09-05		6.8		HGAP v. 4			PRJNA1153625	PRJNA1153625			Klebsiella pneumoniae strain:7824 Genome sequencing	SAMN43400397		geo_loc_name	China:Nanchang		PRJNA1153625						2023-05										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	KP13					2024-08-28T21:01:05.063		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-08-28T00:00:00.000						live	2024-08-28T20:16:04.202	7824		2024-08-28T20:16:04.203						Complete Genome				ASM4173411v1		GCA_041734115.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-09-04	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5950642	1	5504427		3388174	57	298	5	5		5	1	5504427	5	5950642	5950642	98.79	61.6204	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041734115.1													7824	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041734115.1	99.71	GCA_000788015.1	88.15	type	Klebsiella pneumoniae	91.61	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.15	type	Klebsiella pneumoniae subsp. pneumoniae	91.61	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5706	191	6019	Best-placed reference protein set; GeneMarkS-2+	GCF_041734115.1-RS_2024_09_05	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-09-05		6.8		HGAP v. 4			PRJNA1153625	PRJNA1153625			Klebsiella pneumoniae strain:7824 Genome sequencing	SAMN43400397		sample_type	cell culture		PRJNA1153625						2023-05										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	KP13					2024-08-28T21:01:05.063		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-08-28T00:00:00.000						live	2024-08-28T20:16:04.202	7824		2024-08-28T20:16:04.203						Complete Genome				ASM4173411v1		GCA_041734115.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-09-04	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5950642	1	5504427		3388174	57	298	5	5		5	1	5504427	5	5950642	5950642	98.79	61.6204	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041734115.1													7824	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041734125.1	99.71	GCA_000788015.1	88.93	type	Klebsiella pneumoniae	91.62	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.93	type	Klebsiella pneumoniae subsp. pneumoniae	91.62	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5635	189	5946	Best-placed reference protein set; GeneMarkS-2+	GCF_041734125.1-RS_2024_09_05	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-09-05		6.8		HGAP v. 4			PRJNA1153628	PRJNA1153628			Klebsiella pneumoniae strain:9589 Genome sequencing	SAMN43400623		strain	9589		PRJNA1153628						2023-05										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	KP41					2024-08-28T21:01:07.907		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-08-28T00:00:00.000						live	2024-08-28T20:29:04.330	9589		2024-08-28T20:29:04.330						Complete Genome				ASM4173412v1		GCA_041734125.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-09-04	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5899266	1	5459370		3361762	57	326	5	5		5	1	5459370	5	5899266	5899266	99.05	86.0221	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041734125.1													9589	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041734125.1	99.71	GCA_000788015.1	88.93	type	Klebsiella pneumoniae	91.62	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.93	type	Klebsiella pneumoniae subsp. pneumoniae	91.62	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5635	189	5946	Best-placed reference protein set; GeneMarkS-2+	GCF_041734125.1-RS_2024_09_05	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-09-05		6.8		HGAP v. 4			PRJNA1153628	PRJNA1153628			Klebsiella pneumoniae strain:9589 Genome sequencing	SAMN43400623		host	Homo sapiens		PRJNA1153628						2023-05										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	KP41					2024-08-28T21:01:07.907		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-08-28T00:00:00.000						live	2024-08-28T20:29:04.330	9589		2024-08-28T20:29:04.330						Complete Genome				ASM4173412v1		GCA_041734125.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-09-04	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5899266	1	5459370		3361762	57	326	5	5		5	1	5459370	5	5899266	5899266	99.05	86.0221	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041734125.1													9589	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041734125.1	99.71	GCA_000788015.1	88.93	type	Klebsiella pneumoniae	91.62	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.93	type	Klebsiella pneumoniae subsp. pneumoniae	91.62	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5635	189	5946	Best-placed reference protein set; GeneMarkS-2+	GCF_041734125.1-RS_2024_09_05	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-09-05		6.8		HGAP v. 4			PRJNA1153628	PRJNA1153628			Klebsiella pneumoniae strain:9589 Genome sequencing	SAMN43400623		collection_date	2023-05		PRJNA1153628						2023-05										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	KP41					2024-08-28T21:01:07.907		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-08-28T00:00:00.000						live	2024-08-28T20:29:04.330	9589		2024-08-28T20:29:04.330						Complete Genome				ASM4173412v1		GCA_041734125.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-09-04	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5899266	1	5459370		3361762	57	326	5	5		5	1	5459370	5	5899266	5899266	99.05	86.0221	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041734125.1													9589	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041734125.1	99.71	GCA_000788015.1	88.93	type	Klebsiella pneumoniae	91.62	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.93	type	Klebsiella pneumoniae subsp. pneumoniae	91.62	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5635	189	5946	Best-placed reference protein set; GeneMarkS-2+	GCF_041734125.1-RS_2024_09_05	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-09-05		6.8		HGAP v. 4			PRJNA1153628	PRJNA1153628			Klebsiella pneumoniae strain:9589 Genome sequencing	SAMN43400623		geo_loc_name	China:Nanchang		PRJNA1153628						2023-05										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	KP41					2024-08-28T21:01:07.907		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-08-28T00:00:00.000						live	2024-08-28T20:29:04.330	9589		2024-08-28T20:29:04.330						Complete Genome				ASM4173412v1		GCA_041734125.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-09-04	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5899266	1	5459370		3361762	57	326	5	5		5	1	5459370	5	5899266	5899266	99.05	86.0221	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041734125.1													9589	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_041734125.1	99.71	GCA_000788015.1	88.93	type	Klebsiella pneumoniae	91.62	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.93	type	Klebsiella pneumoniae subsp. pneumoniae	91.62	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5635	189	5946	Best-placed reference protein set; GeneMarkS-2+	GCF_041734125.1-RS_2024_09_05	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-09-05		6.8		HGAP v. 4			PRJNA1153628	PRJNA1153628			Klebsiella pneumoniae strain:9589 Genome sequencing	SAMN43400623		sample_type	cell culture		PRJNA1153628						2023-05										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	KP41					2024-08-28T21:01:07.907		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-08-28T00:00:00.000						live	2024-08-28T20:29:04.330	9589		2024-08-28T20:29:04.330						Complete Genome				ASM4173412v1		GCA_041734125.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-09-04	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5899266	1	5459370		3361762	57	326	5	5		5	1	5459370	5	5899266	5899266	99.05	86.0221	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_041734125.1													9589	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_043950185.1	99.72	GCA_000788015.1	89.05	type	Klebsiella pneumoniae	91.08	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	89.05	type	Klebsiella pneumoniae subsp. pneumoniae	91.08	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5586	179	5887	Best-placed reference protein set; GeneMarkS-2+	GCF_043950185.1-RS_2024_10_28	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-10-28		6.8		HGAP v. 4			PRJNA1175394	PRJNA1175394			Klebsiella pneumoniae strain:JX-CRKP-K30 Genome sequencing	SAMN44359594		strain	JX-CRKP-K30		PRJNA1175394						2024										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JX-CRKP-K30					2024-10-20T23:01:09.440		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-10-20T00:00:00.000						live	2024-10-20T22:34:03.969	JX-CRKP-K30		2024-10-20T22:34:03.970						Complete Genome				ASM4395018v1		GCA_043950185.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-10-27	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5856452	1	5436112		3338728	57	247	4	4		4	1	5436112	4	5856452	5856452	98.94	74.0085	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_043950185.1													JX-CRKP-K30	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_043950185.1	99.72	GCA_000788015.1	89.05	type	Klebsiella pneumoniae	91.08	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	89.05	type	Klebsiella pneumoniae subsp. pneumoniae	91.08	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5586	179	5887	Best-placed reference protein set; GeneMarkS-2+	GCF_043950185.1-RS_2024_10_28	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-10-28		6.8		HGAP v. 4			PRJNA1175394	PRJNA1175394			Klebsiella pneumoniae strain:JX-CRKP-K30 Genome sequencing	SAMN44359594		host	Homo sapiens		PRJNA1175394						2024										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JX-CRKP-K30					2024-10-20T23:01:09.440		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-10-20T00:00:00.000						live	2024-10-20T22:34:03.969	JX-CRKP-K30		2024-10-20T22:34:03.970						Complete Genome				ASM4395018v1		GCA_043950185.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-10-27	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5856452	1	5436112		3338728	57	247	4	4		4	1	5436112	4	5856452	5856452	98.94	74.0085	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_043950185.1													JX-CRKP-K30	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_043950185.1	99.72	GCA_000788015.1	89.05	type	Klebsiella pneumoniae	91.08	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	89.05	type	Klebsiella pneumoniae subsp. pneumoniae	91.08	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5586	179	5887	Best-placed reference protein set; GeneMarkS-2+	GCF_043950185.1-RS_2024_10_28	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-10-28		6.8		HGAP v. 4			PRJNA1175394	PRJNA1175394			Klebsiella pneumoniae strain:JX-CRKP-K30 Genome sequencing	SAMN44359594		collection_date	2024		PRJNA1175394						2024										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JX-CRKP-K30					2024-10-20T23:01:09.440		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-10-20T00:00:00.000						live	2024-10-20T22:34:03.969	JX-CRKP-K30		2024-10-20T22:34:03.970						Complete Genome				ASM4395018v1		GCA_043950185.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-10-27	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5856452	1	5436112		3338728	57	247	4	4		4	1	5436112	4	5856452	5856452	98.94	74.0085	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_043950185.1													JX-CRKP-K30	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_043950185.1	99.72	GCA_000788015.1	89.05	type	Klebsiella pneumoniae	91.08	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	89.05	type	Klebsiella pneumoniae subsp. pneumoniae	91.08	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5586	179	5887	Best-placed reference protein set; GeneMarkS-2+	GCF_043950185.1-RS_2024_10_28	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-10-28		6.8		HGAP v. 4			PRJNA1175394	PRJNA1175394			Klebsiella pneumoniae strain:JX-CRKP-K30 Genome sequencing	SAMN44359594		geo_loc_name	China:Nanchang		PRJNA1175394						2024										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JX-CRKP-K30					2024-10-20T23:01:09.440		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-10-20T00:00:00.000						live	2024-10-20T22:34:03.969	JX-CRKP-K30		2024-10-20T22:34:03.970						Complete Genome				ASM4395018v1		GCA_043950185.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-10-27	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5856452	1	5436112		3338728	57	247	4	4		4	1	5436112	4	5856452	5856452	98.94	74.0085	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_043950185.1													JX-CRKP-K30	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
